id,number,acceptdate,sum,descriptionRu,customer_name,provider_name,customer_bin,provider_bin
1815,06/ДФ-901,28.01.2016 17:42,385714,"услуги по информационному  сопровождению программного обеспечения АИС ""Финансовый мониторинг исполнения  местных бюджетов (Дом финансов)""   ","ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""ОТДЕЛ СТРОИТЕЛЬСТВА ГОРОДА ШАХТИНСКА""","ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЦЕНТР ИНФОРМАЦИОННЫХ СИСТЕМ ""WTO""",060140014053,060740001589
1816,1,19.01.2016 17:25,121500,Вывоз ТБО,"КОММУНАЛЬНОЕ ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ ""КОСТАНАЙСКОЕ МЕЖРАЙОННОЕ ДОРОЖНО-ЭКСПЛУАТАЦИОННОЕ ПРЕДПРИЯТИЕ"" УПРАВЛЕНИЯ ПАССАЖИРСКОГО ТРАНСПОРТА И АВТОМОБИЛЬНЫХ ДОРОГ АКИМАТА КОСТАНАЙСКОЙ ОБЛАСТИ","ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""2Х2""",121240005936,121040008606
1819,2,22.01.2016 11:04,3725657,Услуги по горячему водоснабжению. Услуги по передачи и распределению тепловой энергии ,"КОММУНАЛЬНОЕ ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ ""ПОЛИКЛИНИКА № 4 ГОРОДА КОСТАНАЙ"" УПРАВЛЕНИЯ ЗДРАВООХРАНЕНИЯ АКИМАТА КОСТАНАЙСКОЙ ОБЛАСТИ","ГОСУДАРСТВЕННОЕ КОММУНАЛЬНОЕ ПРЕДПРИЯТИЕ ""КОСТАНАЙСКАЯ ТЕПЛОЭНЕРГЕТИЧЕСКАЯ КОМПАНИЯ"" АКИМАТА ГОРОДА КОСТАНАЯ ГОСУДАРСТВЕННОГО УЧРЕЖДЕНИЯ ""ОТДЕЛ ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА, ПАССАЖИРСКОГО ТРАНСПОРТА И АВТОМОБИЛЬНЫХ ДОРОГ АКИМАТА ГОРОДА КОСТАНАЯ""",101240019487,980840000863
1820,2,20.01.2016 18:53,89286,оқушыларды мектепке дейін апару және қайтадан алып келу,"ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""АППАРАТ АКИМА МИХАЙЛОВСКОГО СЕЛЬСКОГО ОКРУГА""","ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""САНА-АГРО""",970140003266,980440002012
1821,2,18.01.2016 17:23,53571,Услуги по обновлению программы 1С Предприятие 8 Бух.учет для ГУ,"КОММУНАЛЬНОЕ ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""ЦЕНТРАЛИЗОВАННАЯ БИБЛИОТЕЧНАЯ СИСТЕМА ТАЛАССКОГО РАЙОНА ОТДЕЛА КУЛЬТУРЫ И РАЗВИТИЯ ЯЗЫКОВ АКИМАТА ТАЛАССКОГО РАЙОНА""","ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АС-ГАРД""",040840003892,140140003967
1822,№ 2,20.01.2016 12:05,168000,қолдау тәжірибесін қолдану 1-С,"ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""ОТДЕЛ СТРОИТЕЛЬСТВА, АРХИТЕКТУРЫ И ГРАДОСТРОИТЕЛЬСТВА АКИМАТА ЖИТИКАРИНСКОГО РАЙОНА""",ИП ЮГАТОВ СЕРГЕЙ ЮРЬЕВИЧ,050140004222,750801302006
1823,3,27.01.2016 10:07,2717789,Услуги по комплексному обслуживанию объектов,"КОММУНАЛЬНОЕ ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ГОРОДСКОГО ПЛАНИРОВАНИЯ И УРБАНИСТИКИ ГОРОДА АЛМАТЫ""","АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЖИЛИЩНЫЙ СТРОИТЕЛЬНЫЙ СБЕРЕГАТЕЛЬНЫЙ БАНК КАЗАХСТАНА""",990740001176,030740001404
1824,7,12.02.2016 14:23,4156000,"Приобретение почтовых марок для отправки постовой корреспонденции
","РЕСПУБЛИКАНСКОЕ ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""ДЕПАРТАМЕНТ ЮСТИЦИИ ПАВЛОДАРСКОЙ ОБЛАСТИ МИНИСТЕРСТВА ЮСТИЦИИ РЕСПУБЛИКИ КАЗАХСТАН""","ПАВЛОДАРСКИЙ ОБЛАСТНОЙ ФИЛИАЛ АКЦИОНЕРНОГО ОБЩЕСТВА ""КАЗПОЧТА""",961040000526,991141005373
1825,3,20.01.2016 12:27,70000,курсы по переподготовке кадров впервые назначенные на руководящие должности,"КОММУНАЛЬНОЕ ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""АППАРАТ АКИМА РАЙОНА МАГЖАНА ЖУМАБАЕВА СЕВЕРО-КАЗАХСТАНСКОЙ ОБЛАСТИ""","РЕСПУБЛИКАНСКОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ ПРЕДПРИЯТИЕ ""РЕГИОНАЛЬНЫЙ ЦЕНТР ПЕРЕПОДГОТОВКИ И ПОВЫШЕНИЯ КВАЛИФИКАЦИИ ГОСУДАРСТВЕННЫХ СЛУЖАЩИХ ПО СЕВЕРО-КАЗАХСТАНСКОЙ ОБЛАСТИ"" АГЕНТСТВА РЕСПУБЛИКИ КАЗАХСТАН ПО ДЕЛАМ ГОСУДАРСТВЕННОЙ СЛУЖБЫ И ПРОТИВОДЕЙСТВИЮ КОРРУПЦИИ",990240005676,051240005792
1827,4,21.01.2016 17:28,391875,веб-сайтына қызмет көрсету,"ГОСУДАРСТВЕННОЕ КОММУНАЛЬНОЕ ПРЕДПРИЯТИЕ НА ПРАВЕ ХОЗЯЙСТВЕННОГО ВЕДЕНИЯ ""АКМОЛИНСКИЙ ОБЛАСТНОЙ ПРОТИВОТУБЕРКУЛЕЗНЫЙ ДИСПАНСЕР ИМЕНИ КОНЫРАТБЕКА КУРМАНБАЕВА"" ПРИ УПРАВЛЕНИИ ЗДРАВООХРАНЕНИЯ АКМОЛИНСКОЙ ОБЛАСТИ","ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""IT-EXPERT.ASIA""",960440000508,131240009702
1828,1,22.01.2016 12:25,205040,"Телефон байланысының және интернеттің қызметтері 
","КОММУНАЛЬНОЕ ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""ШКОЛА ДЕТСКОГО ТВОРЧЕСТВА"" ГОСУДАРСТВЕННОГО УЧРЕЖДЕНИЯ ""ОТДЕЛ ОБРАЗОВАНИЯ АКИМАТА ЖИТИКАРИНСКОГО РАЙОНА""","КОСТАНАЙСКАЯ ОБЛАСТНАЯ ДИРЕКЦИЯ ТЕЛЕКОММУНИКАЦИЙ - ФИЛИАЛ АКЦИОНЕРНОГО ОБЩЕСТВА ""КАЗАХТЕЛЕКОМ""",990240004717,970741000566
1829,1,20.01.2016 12:11,180000,"""1С:Бухгалтерия"" бағдарламалық қамтамасыз ету және бақылап отыру бойынша қызмет","РЕСПУБЛИКАНСКОЕ ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""ТОБОЛ-ТОРГАЙСКАЯ БАССЕЙНОВАЯ ИНСПЕКЦИЯ ПО РЕГУЛИРОВАНИЮ ИСПОЛЬЗОВАНИЯ И ОХРАНЕ ВОДНЫХ РЕСУРСОВ КОМИТЕТА ПО ВОДНЫМ РЕСУРСАМ МИНИСТЕРСТВА ЭКОЛОГИИ, ГЕОЛОГИИ И ПРИРОДНЫХ РЕСУРСОВ РЕСПУБЛИКИ КАЗАХСТАН""",ИП БУХАРОВ  ИЛЬЯ  ВЛАДИМИРОВИЧ,010340001515,810508350245
1831,5,19.01.2016 16:58,50000,Заправка картриджей и ремонт оргтехники ,"КОММУНАЛЬНОЕ ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""ШКОЛА-ЛИЦЕЙ № 28"" АКИМАТА ГОРОДА НУР-СУЛТАН","ИП ""АЛПАТ"" ЖУМАДИЛАЕВ ЕРИК АЛМЕРДЕНОВИЧ",690840000010,840404300665
1832,2,18.01.2016 17:24,11607143,электр энергия,"ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""АППАРАТ АКИМА ПОСЁЛКА КАЧАР""","ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КҮН ЭЛЕКТРОСЕТЬ""",970140004551,000340005176
1833,1623,19.01.2016 17:10,1154883,Электроэнергия,"ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""ОТДЕЛ ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА, ПАССАЖИРСКОГО ТРАНСПОРТА И АВТОМОБИЛЬНЫХ ДОРОГ АКИМАТА ГОРОДА ЭКИБАСТУЗА""","ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭКИБАСТУЗЭНЕРГО""",990740000801,020740003786
1834,Доп.согл.№1 к дог.184 от 11.02.2015 года,19.01.2016 23:02,19800,Приобретение сыра,"КОММУНАЛЬНОЕ ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР ДНЕВНОГО ПРЕБЫВАНИЯ ""БӘЙТЕРЕК"" УПРАВЛЕНИЯ КООРДИНАЦИИ ЗАНЯТОСТИ И СОЦИАЛЬНЫХ ПРОГРАММ АЛМАТИНСКОЙ ОБЛАСТИ",ИП Артемьева Виктория Витальевна,060740004989,811130401896
1835,1,18.01.2016 12:52,105000,Согласно договору,"КОММУНАЛЬНОЕ ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР ОБУЧЕНИЯ И РАЗВИТИЯ ЯЗЫКОВ"" ОТДЕЛА КУЛЬТУРЫ И РАЗВИТИЯ ЯЗЫКОВ ШАРДАРИНСКОГО РАЙОНА АКИМАТА ШАРДАРИНСКОГО РАЙОНА","ИП ""Степанов А.А.""",120640018860,880622300063
1836,2,20.01.2016 14:57,138214,Услуги по информационно-техническому сопровождению сайта,"ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""ОТДЕЛ ГОСУДАРСТВЕННЫХ АКТИВОВ И ЗАКУПОК ГОРОДА ТЕМИРТАУ""",ИП БУРБЕЛЬ ЕЛЕНА,150440002228,860819400017
1838,36,29.01.2016 18:31,735,"Ручка синяя,красная,черная","ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""ОТДЕЛ ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА, ПАССАЖИРСКОГО ТРАНСПОРТА И АВТОМОБИЛЬНЫХ ДОРОГ ГОРОДА ПАВЛОДАРА""","ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КЛЕНОВЫЙ ЛИСТ""",041240000819,071140014622
1839,1,29.01.2016 12:02,115179,отопление,"ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""ОТДЕЛ СТРОИТЕЛЬСТВА АКИМАТА КАРАБАЛЫКСКОГО РАЙОНА""","КОММУНАЛЬНОЕ ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ ""ЖЫЛУ"" АКИМАТА КАРАБАЛЫКСКОГО РАЙОНА",060140006994,040140003512
1840,9,20.01.2016 14:09,170000,Участие в семинарах в сфере электронных государственных закупок,"КОММУНАЛЬНОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ ПРЕДПРИЯТИЕ ""ВОСТОЧНО-КАЗАХСТАНСКИЙ ОБЛАСТНОЙ МУЗЕЙ ИЗОБРАЗИТЕЛЬНЫХ ИСКУССТВ ИМЕНИ СЕМЬИ НЕВЗОРОВЫХ"" УПРАВЛЕНИЯ КУЛЬТУРЫ, АРХИВОВ И ДОКУМЕНТАЦИИ ВОСТОЧНО-КАЗАХСТАНСКОЙ ОБЛАСТИ""","ИП ""NURIKON M&C""  РАХИМОВА Г. М",990840001308,670412402209
1841,05,20.01.2016 09:28,1400,приобретение файла в Формате А4,"КОММУНАЛЬНОЕ ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ПРИРОДНЫХ РЕСУРСОВ И РЕГУЛИРОВАНИЯ ПРИРОДОПОЛЬЗОВАНИЯ АКИМАТА ЖАМБЫЛСКОЙ ОБЛАСТИ""","ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТАРАЗ КЕҢСЕ СО""",050140003234,090740015495
1842,2,18.01.2016 15:07,149000,Установка программы 1С,"КОММУНАЛЬНОЕ ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""КАРМАКШИНСКИЙ РАЙОННЫЙ ОТДЕЛ ВНУТРЕННЕЙ ПОЛИТИКИ""","ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВЕЖУР""",050140002484,150140003087
1846,02,19.01.2016 17:39,24120,папка регистратор ,"ГОСУДАРСТВЕННОЕ КОММУНАЛЬНОЕ КАЗЕННОЕ ПРЕДПРИЯТИЕ ""АКТЮБИНСКАЯ ОБЛАСТНАЯ ФИЛАРМОНИЯ ИМЕНИ ГАЗИЗЫ ЖУБАНОВОЙ"" ГОСУДАРСТВЕННОГО УЧРЕЖДЕНИЯ ""УПРАВЛЕНИЕ КУЛЬТУРЫ, АРХИВОВ И ДОКУМЕНТАЦИИ АКТЮБИНСКОЙ ОБЛАСТИ""","ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""AIKO-COMPANY""",990340006955,060540005217
1847,2,25.01.2016 18:19,160000,банковские  услуги по   перечислению денег,"ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ПРИРОДНЫХ РЕСУРСОВ И РЕГУЛИРОВАНИЯ ПРИРОДОПОЛЬЗОВАНИЯ АКИМАТА КОСТАНАЙСКОЙ ОБЛАСТИ""","АКЦИОНЕРНОЕ ОБЩЕСТВО ""НАРОДНЫЙ СБЕРЕГАТЕЛЬНЫЙ БАНК КАЗАХСТАНА""",030140001795,940140000385
1849,1,18.01.2016 16:19,210000,ММ-ге арналған 1С Кәсіпорын 8 бағдарламасын сүйемелдеу қызметі,"ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""ОТДЕЛ ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА, ПАССАЖИРСКОГО ТРАНСПОРТА И АВТОМОБИЛЬНЫХ ДОРОГ ТОЛЕБИЙСКОГО РАЙОНА""","ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЗИЯSHYMСЕРВИС""",050140008275,100740014104
1850,2,20.01.2016 14:26,321429,Білімал. Электронды мектеп.Автоматтық  қызмет жұйесін құру.,"КОММУНАЛЬНОЕ ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""ГИМНАЗИЯ №39 ИМ. М. ЖУМАБАЕВА"" АКИМАТА ГОРОДА КАРАГАНДЫ ГОСУДАРСТВЕННОГО УЧРЕЖДЕНИЯ ""ОТДЕЛ ОБРАЗОВАНИЯ ГОРОДА КАРАГАНДЫ""","ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЦЕНТР ИННОВАЦИОННЫХ ТЕХНОЛОГИЙ ""ӨРЛЕУ""",950640000226,071040022441
1851,8,27.01.2016 07:45,109560,Приобретение капусты белокачанной,"КОММУНАЛЬНОЕ ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР ДНЕВНОГО ПРЕБЫВАНИЯ ""БӘЙТЕРЕК"" УПРАВЛЕНИЯ КООРДИНАЦИИ ЗАНЯТОСТИ И СОЦИАЛЬНЫХ ПРОГРАММ АЛМАТИНСКОЙ ОБЛАСТИ",ИП Артемьева Виктория Витальевна,060740004989,811130401896
1852,6,26.01.2016 16:35,96429,"Ақпараттық-құқықтық қамтамасыз ету-ҚР нормативтік-құқықтық актілер енетін ""Заң"" деректер базасына абоненттік қызмет көрсету.","КОММУНАЛЬНОЕ ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ПАССАЖИРСКОГО ТРАНСПОРТА И АВТОМОБИЛЬНЫХ ДОРОГ АКИМАТА СЕВЕРО-КАЗАХСТАНСКОЙ ОБЛАСТИ""","РЕСПУБЛИКАНСКОЕ ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ НА ПРАВЕ ХОЗЯЙСТВЕННОГО ВЕДЕНИЯ ""ИНСТИТУТ ЗАКОНОДАТЕЛЬСТВА И ПРАВОВОЙ ИНФОРМАЦИИ РЕСПУБЛИКИ КАЗАХСТАН"" МИНИСТЕРСТВА ЮСТИЦИИ РЕСПУБЛИКИ КАЗАХСТАН",010740001669,990540004034
1853,18041,,196071,Услуги по передаче и распределению электроэнергии,"ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ПО КОНТРОЛЮ ЗА ИСПОЛЬЗОВАНИЕМ И ОХРАНОЙ ЗЕМЕЛЬ АКИМАТА КОСТАНАЙСКОЙ ОБЛАСТИ""","ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КОСТАНАЙСКИЙ ЭНЕРГОЦЕНТР""",150240002835,031040002945
1855,3,19.01.2016 21:45,200000,Согласно договору,"ГОСУДАРСТВЕННОЕ КОММУНАЛЬНОЕ КАЗЕННОЕ ПРЕДПРИЯТИЕ ""ЯСЛИ САД ""ДИНАРА"" АППАРАТА АКИМА СЕЛЬСКОГО ОКРУГА АКШЕНГЕЛДИ ШАРДАРИНСКОГО РАЙОНА""","ИП ""Степанов А.А.""",121040010866,880622300063
1856,3,20.01.2016 11:55,96429,"Обслуживание базы данных ""Закон""","КОММУНАЛЬНОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ ПРЕДПРИЯТИЕ ""КОСТАНАЙСКИЙ СТРОИТЕЛЬНЫЙ КОЛЛЕДЖ"" УПРАВЛЕНИЯ ОБРАЗОВАНИЯ АКИМАТА КОСТАНАЙСКОЙ ОБЛАСТИ""","РЕСПУБЛИКАНСКОЕ ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ НА ПРАВЕ ХОЗЯЙСТВЕННОГО ВЕДЕНИЯ ""ИНСТИТУТ ЗАКОНОДАТЕЛЬСТВА И ПРАВОВОЙ ИНФОРМАЦИИ РЕСПУБЛИКИ КАЗАХСТАН"" МИНИСТЕРСТВА ЮСТИЦИИ РЕСПУБЛИКИ КАЗАХСТАН",990240002087,990540004034
1857,4,20.01.2016 16:34,211000,Услуги по сопровождению и технической поддержке информационной системы,"РЕСПУБЛИКАНСКОЕ ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""КАПИТАЛНЕФТЕГАЗ"" МИНИСТЕРСТВА ЭНЕРГЕТИКИ РЕСПУБЛИКИ КАЗАХСТАН","ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БИЗНЕС РОСТ""",030540003265,110440019087
1858,2442,08.02.2016 11:15,325224,"ДОГОВОР № 2442 
на предоставление услуг по водоснабжению (холодная вода)
","ГОСУДАРСТВЕННОЕ КОММУНАЛЬНОЕ ПРЕДПРИЯТИЕ НА ПРАВЕ ХОЗЯЙСТВЕННОГО ВЕДЕНИЯ ""ГОРОДСКАЯ БОЛЬНИЦА СЕСТРИНСКОГО УХОДА""УПРАВЛЕНИЯ ЗДРАВООХРАНЕНИЯ ГОРОДА АЛМАТЫ","ГОСУДАРСТВЕННОЕ КОММУНАЛЬНОЕ ПРЕДПРИЯТИЕ НА ПРАВЕ ХОЗЯЙСТВЕННОГО ВЕДЕНИЯ ""БАСТАУ"" УПРАВЛЕНИЯ ЭНЕРГЕТИКИ И КОММУНАЛЬНОГО ХОЗЯЙСТВА ГОРОДА АЛМАТЫ",990240003015,081040018831
1859,11/П,20.01.2016 15:07,157680,Автоматты өрт сөндіру сигнал беру жүйесінің мониторингі,"ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ПРОФИЛЬНАЯ ШКОЛА № 11 МОДУЛЬНОГО ТИПА ГОРОДА ПАВЛОДАРА""","ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""PCN-101""",961040001168,121140013091
1860,04,20.01.2016 09:42,212000,"услуги по обслуживанию программного продукта ""1С:предприятие и бухгалтерский учет""","КОММУНАЛЬНОЕ ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ ""АРКАЛЫКСКИЙ РОДИЛЬНЫЙ ДОМ"" УПРАВЛЕНИЯ ЗДРАВООХРАНЕНИЯ АКИМАТА КОСТАНАЙСКОЙ ОБЛАСТИ","ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КОМПАНИЯ ПЕРВЫЙ БИТ""",990240003352,140840007083
1861,1,18.01.2016 16:57,192000,Услуга по сопровождению 1С программы для государственных учреждений,"ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""ОТДЕЛ ВЕТЕРИНАРИИ КАЗЫГУРТСКОГО РАЙОНА""","ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЗИЯSHYMСЕРВИС""",100240003824,100740014104
1862,2,18.01.2016 16:55,60000,Услуги по обновлению программы по 1С,"ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""ОТДЕЛ ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА, ПАССАЖИРСКОГО ТРАНСПОРТА И АВТОМОБИЛЬНЫХ ДОРОГ ТОЛЕБИЙСКОГО РАЙОНА""","ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЗИЯSHYMСЕРВИС""",050140008275,100740014104
1864,6,21.01.2016 18:42,13839,Услуги интернета,"ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""ОТДЕЛ ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА, ПАССАЖИРСКОГО ТРАНСПОРТА, АВТОМОБИЛЬНЫХ ДОРОГ И ЖИЛИЩНОЙ ИНСПЕКЦИИ АБАЙСКОГО РАЙОНА""","КАРАГАНДИНСКАЯ ОБЛАСТНАЯ ДИРЕКЦИЯ ТЕЛЕКОММУНИКАЦИЙ - ФИЛИАЛ АКЦИОНЕРНОГО ОБЩЕСТВА ""КАЗАХТЕЛЕКОМ""",150440002046,970641000334
1865,2,,2455186,"Канализацияны пайдалану
","КОММУНАЛЬНОЕ ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ НА ПРАВЕ ХОЗЯЙСТВЕННОГО ВЕДЕНИЯ АКИМАТА ГОРОДА АЛМАТЫ ""МЕТРОПОЛИТЕН""","ГОСУДАРСТВЕННОЕ КОММУНАЛЬНОЕ ПРЕДПРИЯТИЕ НА ПРАВЕ ХОЗЯЙСТВЕННОГО ВЕДЕНИЯ ""ТОСПА СУ"" УПРАВЛЕНИЯ ЭНЕРГЕТИКИ И КОММУНАЛЬНОГО ХОЗЯЙСТВА ГОРОДА АЛМАТЫ",091040010927,081040020269
1866,8/16,20.01.2016 18:54,212000,Пакет упаковочный,"ГОСУДАРСТВЕННОЕ КОММУНАЛЬНОЕ ПРЕДПРИЯТИЕ НА ПРАВЕ ХОЗЯЙСТВЕННОГО ВЕДЕНИЯ ""ЦЕНТР СТЕРИЛИЗАЦИИ"" УПРАВЛЕНИЯ ЗДРАВООХРАНЕНИЯ ГОРОДА ШЫМКЕНТ","ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""STERIMED"" (СТЕРИМЕД)",091240000471,110240011202
1867,160016,29.01.2016 17:38,299107,«1С Предприятие 8. 1С:Бухгалтерия для Казахстана» бағдарламалық өнімін сүйемелдеу қызметтері,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""АГЕНТСТВО ""ХАБАР""","ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КВАРТА ЛТД""",980640000529,060140002802
1868,4,20.01.2016 12:35,61992,"дезинфекция,дезинсекция,дератизация помещений уничтожения  мух летнее и осеннее время и уничтожение от грызунов ежемесячно. Общая площадь 4927,8 м.кв.Двух этажная здания,подвальное помещение и овощехранилище.
","КОММУНАЛЬНОЕ ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""МЕДИКО-СОЦИАЛЬНОЕ УЧРЕЖДЕНИЕ ПРЕСТАРЕЛЫХ И ИНВАЛИДОВ №1 ГОРОДА КАРАГАНДЫ КАРАГАНДИНСКОЙ ОБЛАСТИ"" УПРАВЛЕНИЯ КООРДИНАЦИИ ЗАНЯТОСТИ И СОЦИАЛЬНЫХ ПРОГРАММ КАРАГАНДИНСКОЙ ОБЛАСТИ",Индивидуальный предприниматель Тусупова Кулбаран Тусуповна,981140001343,551205450033
1869,4,26.01.2016 00:10,80000,Услуги по техническому обслуживанию пожарной сигнализации,"ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА № 26 ГОРОДА ПАВЛОДАРА""",ИП ОЛЖА,970440002259,620101350956
1870,4,22.01.2016 11:29,22321,"Услуги по ремонту и техническому обслуживанию ксерокса 
","КОММУНАЛЬНОЕ ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""СПЕЦИАЛИЗИРОВАННАЯ ДЕТСКО-ЮНОШЕСКАЯ ШКОЛА ОЛИМПИЙСКОГО РЕЗЕРВА № 1"" УПРАВЛЕНИЯ ПО РАЗВИТИЮ ТУРИЗМА И СПОРТА ПАВЛОДАРКОЙ ОБЛАСТИ, АКИМАТА ПАВЛОДАРСКОЙ ОБЛАСТИ","ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КОМСТАР""",990240007951,930940000692
1871,2,19.01.2016 17:37,85714,Курьерлік жеткізу,"КОММУНАЛЬНОЕ ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""КОСТАНАЙСКИЙ ОБЛАСТНОЙ ЦЕНТР ПО ПРОФИЛАКТИКЕ И БОРЬБЕ СО СПИД"" УПРАВЛЕНИЯ ЗДРАВООХРАНЕНИЯ АКИМАТА КОСТАНАЙСКОЙ ОБЛАСТИ","ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""AVIS LOGISTICS""",990240001603,060140017593
